Date,Open,High,Low,Close,Adj Close,Volume
2016-05-17,94.550003,94.699997,93.010002,93.489998,93.489998,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,94.559998,42062400
2016-05-19,94.639999,94.639999,93.570000,94.199997,94.199997,30442100
2016-05-20,94.639999,95.430000,94.519997,95.220001,95.220001,32026000
2016-05-23,95.870003,97.190002,95.669998,96.430000,96.430000,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,97.900002,35140200
2016-05-25,98.669998,99.739998,98.110001,99.620003,99.620003,38168800
2016-05-26,99.680000,100.730003,98.639999,100.410004,100.410004,56331200
2016-05-27,99.440002,100.470001,99.250000,100.349998,100.349998,36229500
2016-05-31,99.599998,100.400002,98.820000,99.860001,99.860001,42307200
2016-06-01,99.019997,99.540001,98.330002,98.459999,98.459999,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,97.720001,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,97.919998,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,98.629997,23292500
2016-06-07,99.250000,99.870003,98.959999,99.029999,99.029999,22409500
2016-06-08,99.019997,99.559998,98.680000,98.940002,98.940002,20848100
2016-06-09,98.500000,99.989998,98.459999,99.650002,99.650002,26601400
2016-06-10,98.529999,99.349998,98.480003,98.830002,98.830002,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,97.339996,38020500
2016-06-14,97.320000,98.480003,96.750000,97.459999,97.459999,31931900
2016-06-15,97.820000,98.410004,97.029999,97.139999,97.139999,29445200
2016-06-16,96.449997,97.750000,96.070000,97.550003,97.550003,31326800
2016-06-17,96.620003,96.650002,95.300003,95.330002,95.330002,61008200
2016-06-20,96.000000,96.570000,95.029999,95.099998,95.099998,34411900
2016-06-21,94.940002,96.349998,94.680000,95.910004,95.910004,35546400
2016-06-22,96.250000,96.889999,95.349998,95.550003,95.550003,29219100
2016-06-23,95.940002,96.290001,95.250000,96.099998,96.099998,32240200
2016-06-24,92.910004,94.660004,92.650002,93.400002,93.400002,75311400
2016-06-27,93.000000,93.050003,91.500000,92.040001,92.040001,45489600
